id,name,probability
dcc32ee5-2138-4598-9880-175526989162,ティラ,0.5
b41a2d42-8a38-48f8-beaf-1cd256502a0a,ティラン,0.3333333333333333
abe56d31-1d0f-4437-9508-0f1e11658a8f,ティラノス,0.25
4b368fa8-0cc8-4adb-a934-649c9be119d6,爆炎龍ティラノス,0.2
88aacaed-6f4b-47e3-a918-0c263b9db5c2,プレシィ,0.5
5bd7f576-0572-4076-997a-b5a4a6af9798,プレシィール,0.3333333333333333
6a668d8d-ad63-4afd-9708-cf5856b8bffb,プレシオス,0.25
ed3fd8a8-8ace-4c65-9faf-292e50b103f8,氷塊龍プレシオス,0.2
6bebf86a-bceb-40f6-b93a-ea9b614d2db0,ブラッキィ,0.5
6d99e758-dc03-4e60-b948-66555df07f9c,ブラッキオ,0.3333333333333333
d73d3b42-7561-4d86-903e-fbb8ef6be326,ブラキオス,0.25
20aa2a3d-1efa-4c9d-898d-d6d0aee8593f,大花龍ブラキオス,0.2
3e145001-2817-444b-82ca-cbc0d6ccf525,プテーラ,0.5
bae13b02-b632-4bb4-8418-8474334bf85f,プテラス,0.3333333333333333
a80841f6-3732-467d-a1ed-70cf665d99bc,プテラドス,0.25
1585bba4-f6d9-4ba3-b0e1-3696c2f74331,太陽龍プテラドス,0.2
7bd89296-6155-4e8b-b609-75538da13b73,スピノン,0.5
bf483781-92b6-4410-9e1d-7a0698ce19c5,スピナス,0.3333333333333333
7469dbd5-8fee-48cd-b9e9-34be976738ef,デスピナス,0.25
5c96858c-e606-4941-abd4-81d3ab2670cf,月光龍デスピナス,0.2
e75c2a8a-e9de-43e1-8eeb-fca01fcd3ff9,レッドコドラ,0.5
a185183d-e711-4e0c-9e6a-e680e859db07,レッドドラゴン,0.3333333333333333
d4e4c7a8-9e5e-4679-98ed-97569913d904,ボルケーノドラゴン,0.25
5e65d718-0490-4373-8ea0-d5d802aeafc2,ブルーコドラ,0.5
8f4113ff-65c8-4e0a-873a-5798ad00f956,ブルードラゴン,0.3333333333333333
71a5cc19-303a-4110-a7a0-d9a4b3a60065,オーロラドラゴン,0.25
79771512-49a6-4053-a015-742fd58ff431,グリーンコドラ,0.5
8777e026-805f-41e8-bbb4-c5e133a73d49,グリーンドラゴン,0.3333333333333333
cb7caed1-18ec-4d27-a6d1-0f47dd95f999,アースドラゴン,0.25
873f8620-31b5-41bf-ab7e-6b83e998bbd1,ホワイトコドラ,0.5
5ea46b53-a917-4973-ac12-67cedbcc4d11,ホワイトドラゴン,0.3333333333333333
e27aa8e8-3efb-4033-b3a9-8a9c2876bf1b,ホーリードラゴン,0.25
72ceadd8-a0a6-490a-afd3-49bb9cd293b7,ブラックコドラ,0.5
c2c6bdca-e264-41de-9ba1-274acd1968c3,ブラックドラゴン,0.3333333333333333
9f6a078a-3d78-4caf-b693-0581d3e76990,デビルドラゴン,0.25
55aed871-9010-40ff-bf17-72c3d24aa480,デカホノりん,0.5
82f0d107-3c07-494e-b72b-09afa7f84aec,デカアワりん,0.5
9bd3bd38-9329-440a-8120-94ab9f7589e3,デカモリりん,0.5
